performerId,name,shortName,type,performer_score,performer_popularity,homeVenueId,isEvent,divisionName,divisionShortName,taxonomyName,taxonomySubName,performer_popularity_level,has_home_venue
9243,Iowa Cubs,Iowa Cubs,minor_league_baseball,0.39,6635,Unknown,False,No Division,No Division,sports,baseball,Medium,0
15655,St. Paul Saints,St. Paul Saints,minor_league_baseball,0.41,8543,Unknown,False,No Division,No Division,sports,baseball,Medium,0
803002,MLB Futures and Legends Game,MLB Futures and Legends Game,mlb,0.73,33816,Unknown,True,No Division,No Division,sports,baseball,Medium,0
792397,MLB Home Run Derby,MLB Home Run Derby,mlb,0.9,588287,Unknown,True,No Division,No Division,sports,baseball,Elite,0
7264,MLB All-Star Game,MLB All-Star Game,mlb,0.88,1246395,Unknown,True,No Division,No Division,sports,baseball,Elite,0
149290,NBA Draft,NBA Draft,nba,0.6,7689,Unknown,True,No Division,No Division,sports,basketball,Medium,0
7331,Gowan,Gowan,band,0.33,301,Unknown,False,No Division,No Division,concert,concert,Low,0
14344,NHL Stanley Cup Finals,NHL Stanley Cup Finals,nhl,0.85,1661451,Unknown,True,No Division,No Division,sports,hockey,Elite,0
792982,NHL Playoffs,NHL Playoffs,nhl,0.76,1661451,Unknown,True,No Division,No Division,sports,hockey,Elite,0
2129,Carolina Hurricanes,Hurricanes,nhl,0.69,1661451,1430.0,False,Eastern - Metropolitan,Metropolitan,sports,hockey,Elite,1
793391,NBA Finals,NBA Finals,nba,0.9,13507127,Unknown,True,No Division,No Division,sports,basketball,Elite,0
787992,NBA Playoffs,NBA Playoffs,nba,0.81,13507127,Unknown,True,No Division,No Division,sports,basketball,Elite,0
2090,New York Knicks,Knicks,nba,0.8,13507127,93.0,False,Eastern - Atlantic,Atlantic,sports,basketball,Elite,1
2101,Orlando Magic,Magic,nba,0.68,0,2652.0,False,Eastern - Southeast,Southeast,sports,basketball,Low,1
797402,NBA Western Conference Finals,NBA Western Conference Finals,nba,0.8,583936,Unknown,True,No Division,No Division,sports,basketball,Elite,0
14328,NHL Eastern Conference Finals,NHL Eastern Conference Finals,nhl,0.77,358086,Unknown,True,No Division,No Division,sports,hockey,High,0
797658,NHL Western Conference Finals,NHL Western Conference Finals,nhl,0.73,406420,Unknown,True,No Division,No Division,sports,hockey,High,0
2094,Cleveland Cavaliers,Cavaliers,nba,0.78,4489562,120.0,False,Eastern - Central,Central,sports,basketball,Elite,1
